MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Sale Type,Sale Condition,SalePrice
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1264.0,Ex,Y,1282,2696,2,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,792.0,TA,TA,Y,None,New,Partial,383970
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2006,2007,Hip,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1466.0,Ex,Y,1466,2828,3,Gd,11,Typ,1,TA,BuiltIn,2006.0,RFn,3.0,1052.0,TA,TA,Y,None,New,Partial,424870
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1643.0,Ex,Y,1651,1651,2,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,870.0,TA,TA,Y,None,New,Partial,250000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2006,2007,Hip,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,2140.0,Ex,Y,2140,2140,2,Gd,8,Typ,0,None,Attchd,2006.0,Fin,3.0,894.0,TA,TA,Y,None,New,Partial,360000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2006,2007,Gable,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1494.0,Ex,Y,1494,1494,2,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,840.0,TA,TA,Y,None,New,Partial,279500
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1316.0,Ex,Y,1316,1316,2,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,None,New,Partial,200141
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1643.0,Ex,Y,1651,1651,2,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,None,New,Partial,246500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2007,2007,Gable,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482.0,Ex,Y,1482,2574,2,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,868.0,TA,TA,Y,None,New,Partial,276000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1274.0,Ex,Y,1274,1274,2,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2.0,508.0,TA,TA,Y,None,New,Partial,203000
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728.0,Ex,Y,728,1456,2,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2.0,440.0,TA,TA,Y,None,New,Partial,155835
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240.0,Ex,Y,1240,1240,2,Gd,5,Typ,0,None,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,None,WD ,Normal,194000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2007,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1208.0,Ex,Y,1208,1208,2,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,None,New,Partial,195400
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1546.0,Ex,Y,1546,1546,2,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3.0,796.0,TA,TA,Y,None,WD ,Normal,217000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2006,2006,Gable,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1489.0,Ex,Y,1500,1500,2,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,674.0,TA,TA,Y,None,WD ,Normal,212999
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1270.0,Ex,Y,1270,1270,2,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2.0,524.0,TA,TA,Y,None,WD ,Normal,175900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,879.0,Ex,Y,879,1795,2,Gd,7,Typ,0,None,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,None,WD ,Normal,191000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314.0,Gd,Y,1314,1314,2,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,None,WD ,Normal,176432
RL,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,1988,1989,Gable,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1157.0,Ex,Y,1180,2062,2,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,None,WD ,Normal,277000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,1988,1988,Gable,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,LwQ,929.0,Ex,Y,946,1873,2,Gd,7,Typ,1,TA,Attchd,1988.0,RFn,2.0,619.0,TA,TA,Y,GdPrv,WD ,Normal,207000
RL,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,1444.0,Gd,Y,1444,2144,2,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2.0,389.0,TA,TA,Y,None,WD ,Normal,277000
RL,Pave,None,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,1Fam,2Story,6,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1580.0,Ex,Y,1079,1953,2,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2.0,501.0,TA,TA,Y,None,WD ,Normal,240000
RL,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,832.0,Gd,Y,976,2087,2,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2.0,444.0,TA,TA,Y,None,WD ,Normal,187500
RL,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,1Fam,1Story,8,1976,1976,Shed,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,GLQ,966.0,Ex,Y,1743,1743,0,Gd,5,Typ,2,Fa,Attchd,1976.0,Fin,2.0,529.0,TA,TA,Y,None,WD ,Normal,279000
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1022.0,Gd,Y,1022,1022,1,TA,6,Typ,0,None,Detchd,1995.0,Unf,2.0,747.0,TA,TA,Y,None,WD ,Normal,139500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,Gd,Y,990,990,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,1.0,299.0,TA,TA,Y,None,WD ,Normal,126000
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,1995,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,1200.0,Ex,Y,1200,1200,2,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,None,WD ,Normal,177500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,1997,2006,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,635.0,Ex,Y,646,1308,2,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2.0,497.0,TA,TA,Y,None,WD ,Normal,175000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,6,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,794.0,Ex,Y,882,1796,2,TA,7,Typ,0,None,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,MnPrv,WD ,Normal,211000
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,GLQ,Unf,990.0,Ex,Y,990,990,1,TA,5,Typ,0,None,Detchd,1995.0,Unf,1.0,384.0,TA,TA,Y,None,WD ,Normal,146000
RL,Pave,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1097.0,Ex,Y,1097,1097,1,TA,6,Typ,0,None,Attchd,1996.0,Unf,1.0,242.0,TA,TA,Y,GdPrv,WD ,Normal,147900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,Ex,Y,990,990,1,TA,5,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,123600
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,824.0,Ex,Y,905,1786,2,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,None,WD ,Normal,204750
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,988.0,Ex,Y,988,1873,2,Gd,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,597.0,TA,TA,Y,None,WD ,Normal,235500
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,1998,1999,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,853.0,Ex,Y,853,1753,2,TA,7,Typ,1,Fa,Attchd,1998.0,RFn,2.0,534.0,TA,TA,Y,None,WD ,Normal,217000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,845.0,Ex,Y,845,1690,2,Gd,7,Typ,0,None,Attchd,2001.0,RFn,2.0,517.0,TA,TA,Y,None,WD ,Normal,190550
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2000,2000,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,985.0,Ex,Y,985,1842,2,Gd,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,486.0,TA,TA,Y,None,WD ,Normal,217500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1453.0,Ex,Y,1479,1479,2,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,None,WD ,Normal,226000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,Ex,Y,840,1668,2,Gd,8,Typ,0,None,Attchd,2003.0,RFn,2.0,500.0,TA,TA,Y,None,WD ,Normal,180000
RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1974,1974,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Unf,864.0,TA,Y,894,894,1,TA,5,Typ,0,None,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,None,WD ,Family,131000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,5,1976,1976,Gable,VinylSd,VinylSd,BrkFace,113.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,1015.0,TA,Y,1025,1025,2,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,2.0,370.0,TA,TA,Y,None,WD ,Normal,153500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,5,1977,1977,Gable,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,995.0,TA,Y,1009,1009,2,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,MnPrv,WD ,Normal,160000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1977,1977,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1040.0,TA,Y,1040,1040,1,TA,5,Typ,0,None,Detchd,1977.0,Unf,2.0,748.0,TA,TA,Y,MnPrv,WD ,Normal,134900
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1977,1977,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,BLQ,876.0,TA,Y,907,907,1,TA,5,Typ,0,None,Attchd,1977.0,RFn,1.0,308.0,TA,TA,Y,MnPrv,WD ,Normal,130000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,1975,1975,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,864.0,TA,Y,879,879,1,TA,5,Typ,0,None,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,None,Con,Normal,120000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,1972,1972,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,882.0,TA,Y,882,882,1,TA,5,Typ,0,None,Detchd,1980.0,Unf,2.0,461.0,TA,TA,Y,MnPrv,WD ,Normal,112500
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,969.0,TA,Y,969,969,1,TA,5,Typ,0,None,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,MnPrv,WD ,Normal,122000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,1972,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864.0,Gd,Y,864,864,1,Ex,5,Typ,0,None,Detchd,1977.0,Fin,2.0,576.0,Gd,Ex,Y,None,WD ,Normal,127000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,1972,2006,Gable,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,385.0,Gd,Y,875,875,1,Gd,5,Typ,0,None,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,None,WD ,Normal,117000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,2004,2005,Gable,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,2000.0,Ex,Y,2000,2000,2,Gd,8,Typ,0,None,Attchd,2004.0,Fin,3.0,888.0,TA,TA,Y,None,WD ,Normal,305900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1284.0,Ex,Y,1284,2169,2,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,647.0,TA,TA,Y,None,WD ,Normal,228500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,Unf,1673.0,Ex,Y,1673,1673,2,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,Y,None,WD ,Normal,270000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1459.0,Ex,Y,1459,1459,2,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2.0,527.0,TA,TA,Y,None,WD ,Normal,192000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,979.0,Ex,Y,992,1932,2,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,2.0,610.0,TA,TA,Y,None,WD ,Normal,213000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,860.0,Ex,Y,860,1729,2,Gd,7,Typ,0,None,Attchd,2002.0,Fin,2.0,542.0,TA,TA,Y,None,WD ,Normal,200000
RL,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,1998,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1028.0,Ex,Y,1210,2452,2,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,None,WD ,Normal,267000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,1994,1995,Hip,HdBoard,HdBoard,BrkFace,519.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,GLQ,1556.0,Ex,Y,1592,1592,2,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,484.0,TA,TA,Y,None,WD ,Normal,228000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,2001,2001,Gable,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1531.0,Ex,Y,1531,2439,2,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,560.0,TA,TA,Y,None,WD ,Normal,275000
RL,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,1996,2002,Gable,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,860.0,Ex,Y,1212,1992,2,Gd,7,Min2,2,TA,Attchd,1996.0,RFn,2.0,608.0,TA,TA,Y,None,WD ,Normal,211000
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,2002,2002,Hip,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1626.0,Ex,Y,1668,1668,2,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3.0,702.0,TA,TA,Y,None,WD ,Normal,285000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,1995,1996,Gable,VinylSd,VinylSd,BrkFace,438.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1220.0,Ex,Y,1220,2090,2,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2.0,556.0,TA,TA,Y,None,WD ,Normal,240000
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,Ex,Y,848,848,1,Gd,3,Typ,0,None,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,None,WD ,Normal,131500
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,8,1999,2000,Gable,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1341.0,Ex,Y,1341,1341,1,Gd,5,Typ,1,TA,Attchd,1999.0,RFn,2.0,482.0,TA,TA,Y,None,WD ,Normal,246900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2003,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,Ex,Y,847,1928,2,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,None,WD ,Normal,219500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1337.0,Ex,Y,1337,1337,2,Gd,6,Typ,0,None,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,None,WD ,Normal,185000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,Ex,Y,738,1476,2,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2.0,552.0,TA,TA,Y,None,New,Partial,179400
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,939.0,Ex,Y,939,1797,2,Gd,8,Typ,0,None,Attchd,2006.0,RFn,2.0,639.0,TA,TA,Y,None,WD ,Normal,213500
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1422.0,Ex,Y,1422,1422,2,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,626.0,TA,TA,Y,None,WD ,Normal,179600
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1169.0,Ex,Y,1190,1190,2,Gd,5,Typ,0,None,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,None,WD ,Normal,173500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1330.0,Ex,Y,1330,1330,2,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,None,New,Partial,167840
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,Gd,Y,738,1491,2,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,None,WD ,Normal,168675
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,768.0,Ex,Y,768,1536,2,Gd,6,Typ,0,None,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,None,WD ,Normal,167000
